district,state,flood_event_count,avg_flood_duration,max_flood_duration,median_flood_duration,std_flood_duration,total_area_affected,avg_area_affected,total_human_fatalities,total_human_injuries,total_human_displaced,total_animal_fatalities,severe_event_count,percent_flooded_area,permanent_water,corrected_percent_flooded_area,population,impact_mean_flood_duration,impact_human_fatalities,impact_human_injuries,dfsi,risk_class
Dhar,MADHYA PRADESH,15,4.266666666666667,14.0,2.0,4.350150517374027,0.0,,145.0,0.0,0.0,2000.0,0.0,0.815779757,0.487835201,0.327944556,2722423.0,5.0,14.0,0.0,12.222735675425495,Moderate
Malkangiri,ODISHA,16,15.0,31.0,12.0,11.921968517544965,0.0,,518.0,0.0,0.0,55327.0,0.0,1.711137196,1.784198785,0.073061589,757865.0,29.0,30.0,0.0,12.198866393642604,Moderate
Unokoti,TRIPURA,0,,,,,,,,,,,,23.62357053,0.001642557,23.62192797,370767.0,4.0,10.0,1.0,12.194018533074011,Moderate
Una,HIMACHAL PRADESH,51,5.588235294117647,99.0,2.0,14.758287801216285,0.0,,650.0,24.0,5.0,18030.0,0.0,0.647137511,0.628882095,0.018255416,573625.0,6.0,65.0,5.0,12.186777576748492,Moderate
Fatehgarh Sahib,PUNJAB,24,4.083333333333333,26.0,2.0,5.5003293709018735,0.0,,381.0,8.0,0.0,6293.0,0.0,0.476176498,0.0,0.476176498,640240.0,5.0,37.0,1.0,12.183871093468309,Moderate
Barwani,MADHYA PRADESH,9,6.444444444444445,14.0,4.0,5.002777006601211,0.0,,82.0,6.0,1.0,2003.0,0.0,0.86377453,0.58771354,0.27606099,1771460.0,6.0,7.0,10.0,12.157796682598162,Moderate
North District,SIKKIM,0,,,,,,,,,,,,0.608832673,0.545185157,0.063647516,44583.0,3.0,88.0,16.0,12.129733510221849,Moderate
West Garo Hills,MEGHALAYA,18,3.0,10.0,1.0,3.1808249022578297,0.0,,120.0,1.0,0.0,20.0,0.0,1.111942423,0.032280391,1.079662032,701102.0,3.0,28.0,0.0,12.11627981147293,Moderate
Thoothukkudi,TAMIL NADU,20,6.0,16.0,4.0,4.994734069102442,0.0,,835.0,156.0,0.0,4316.0,0.0,0.991755053,1.009030229,0.017275176,1817973.0,6.0,34.0,4.0,12.099855590037578,Moderate
Kamrup Metropolitan,ASSAM,0,,,,,,,,,,,,14.80454405,1.622970103,13.18157395,1437551.0,1.0,7.0,2.0,12.092662660538268,Moderate
Rajsamand,RAJASTHAN,9,42.55555555555556,365.0,2.0,120.9277791815337,0.0,,148.0,0.0,0.0,0.0,0.0,0.253865414,0.088450607,0.165414807,1353032.0,32.0,17.0,0.0,12.045072167700985,Moderate
South West,DELHI,15,1.7333333333333334,7.0,1.0,1.791514389985135,0.0,,51.0,39.0,0.0,25.0,0.0,3.339650881,0.0,3.339650881,1719303.0,3.0,13.0,4.0,12.004899852874884,Moderate
Hingoli,MAHARASHTRA,29,3.8620689655172415,10.0,3.0,2.9120947042468357,0.0,,957.0,80.0,0.0,12103.0,0.0,1.332394248,1.334570744,0.002176496,1419813.0,4.0,82.0,5.0,11.971959816564476,Moderate
Tarn Taran,PUNJAB,20,5.5,30.0,2.0,8.268519882822535,0.0,,69.0,6.0,0.0,14.0,0.0,5.771552223,0.165720765,5.605831458,1251033.0,6.0,5.0,0.0,11.93121167916792,Moderate
Harda,MADHYA PRADESH,11,4.636363636363637,14.0,4.0,3.529099807960304,0.0,,104.0,8.0,0.0,2075.0,0.0,1.414901297,0.286810929,1.128090368,669689.0,6.0,9.0,3.0,11.890187891324528,Moderate
West District,SIKKIM,0,,,,,,,,,,,,0.75096604,0.065150406,0.685815634,133590.0,3.0,23.0,12.0,11.83245566150928,Moderate
Theni,TAMIL NADU,14,8.285714285714286,16.0,9.0,5.992669514672731,0.0,,708.0,159.0,0.0,3998.0,0.0,0.346368373,0.314606199,0.031762174,1406691.0,8.0,23.0,5.0,11.776661030227343,Moderate
Sri Muktsar Sahib,PUNJAB,1,1.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.388794655,0.000403704,2.388390951,1149045.0,7.0,6.0,0.0,11.775474642293869,Moderate
Gomati,TRIPURA,19,4.421052631578948,21.0,2.0,5.336621793208011,0.0,,83.0,10.0,0.0,0.0,0.0,2.520489489,0.002801781,2.517687708,559331.0,4.0,10.0,1.0,11.77133230588312,Moderate
Chota Udaipur,GUJARAT,13,16.23076923076923,31.0,14.0,12.689587898180186,0.0,,695.0,11.0,0.0,1113.0,0.0,0.859683354,0.747200646,0.112482708,1206205.0,16.0,22.0,0.0,11.771129154593742,Moderate
Mandla,MADHYA PRADESH,8,8.625,14.0,9.5,4.926241685388278,0.0,,93.0,0.0,0.0,2000.0,0.0,1.57739714,0.911846658,0.665550482,1110768.0,7.0,10.0,0.0,11.733446041493288,Moderate
Shupiyan,JAMMU & KASHMIR,0,,,,,,,,,,,,1.082625131,0.002022763,1.080602368,391024.0,6.0,32.0,1.0,11.718809232418751,Moderate
North Goa,GOA,15,4.133333333333334,31.0,1.0,7.651952754191635,0.0,,6.0,8.0,0.0,0.0,0.0,4.159637042,2.577757251,1.581879791,718288.0,4.0,7.0,4.0,11.69334031962348,Moderate
South Goa,GOA,18,15.777777777777779,214.0,1.0,49.97241068895274,0.0,,4.0,8.0,0.0,0.0,0.0,2.764330826,0.971762276,1.79256855,857449.0,16.0,2.0,4.0,11.68967796451052,Moderate
Kargil,LADAKH,1,1.0,1.0,1.0,,0.0,,5.0,0.0,0.0,0.0,0.0,0.468179461,0.181839586,0.286339875,154801.0,1.0,46.0,1.0,11.688354952761175,Moderate
Bhopal,MADHYA PRADESH,37,2.945945945945946,14.0,2.0,3.205428953318849,0.0,,253.0,25.0,0.0,41853.0,0.0,0.626374883,0.626869321,0.000494438,2938719.0,4.0,64.0,13.0,11.67764066032228,Moderate
Shivpuri,MADHYA PRADESH,9,5.666666666666667,14.0,7.0,4.0,0.0,,132.0,0.0,0.0,2000.0,0.0,0.728096946,0.56739149,0.160705456,2047132.0,6.0,13.0,0.0,11.667533409556553,Moderate
Panchkula,HARYANA,22,2.6818181818181817,14.0,2.0,2.8180770822598946,0.0,,82.0,18.0,0.0,0.0,0.0,0.322349702,0.040273471,0.282076231,597239.0,4.0,18.0,6.0,11.642563713114605,Moderate
Mulugu,TELANGANA,3,3.6666666666666665,8.0,2.0,3.785938897200183,0.0,,16.0,0.0,0.0,0.0,0.0,2.920152054,0.667449464,2.25270259,308187.0,8.0,17.0,0.0,11.639663312410365,Moderate
Jayashankar,TELANGANA,0,,,,,,,,,,,,5.683848444,0.464301349,5.219547095,423171.0,18.0,4.0,1.0,11.63604258574657,Moderate
Shahid Bhagat Singh Nagar,PUNJAB,18,4.333333333333333,26.0,1.5,6.24028656958863,0.0,,58.0,6.0,0.0,0.0,0.0,10.97305613,0.067246598,10.90580953,636289.0,6.0,5.0,0.0,11.623164130923987,Moderate
South Tripura,TRIPURA,24,4.166666666666667,21.0,1.5,4.96655480858378,0.0,,88.0,12.0,0.0,0.0,0.0,0.931395601,0.0,0.931395601,415745.0,4.0,12.0,2.0,11.614260287187228,Moderate
Gurugram,HARYANA,13,4.615384615384615,14.0,3.0,4.555920352290002,0.0,,72.0,8.0,0.0,0.0,0.0,1.190106782,0.025213178,1.164893604,2517256.0,7.0,9.0,0.0,11.613218485059855,Moderate
Mandsaur,MADHYA PRADESH,12,4.166666666666667,14.0,3.5,3.737605780402338,0.0,,149.0,3.0,0.0,2000.0,0.0,1.435703116,1.47147063,0.035767514,1424619.0,5.0,27.0,1.0,11.601043157916012,Moderate
Ribhoi,MEGHALAYA,0,,,,,,,,,,,,1.874505797,0.159366599,1.715139198,389832.0,3.0,14.0,1.0,11.56983751271364,Moderate
Lohit,ARUNACHAL PRADESH,37,6.297297297297297,62.0,4.0,10.389270279328425,0.0,,80.0,31.0,2.0,122.0,0.0,2.719050727,0.57149925,2.147551477,51927.0,6.0,14.0,1.0,11.565889287647884,Moderate
South District,SIKKIM,0,,,,,,,,,,,,1.694907072,0.18276756,1.512139512,164403.0,4.0,19.0,4.0,11.559174791160126,Moderate
Central,DELHI,15,1.3333333333333333,5.0,1.0,1.0465362369445672,0.0,,21.0,48.0,0.0,25.0,0.0,7.250541685,0.0,7.250541685,1667718.0,3.0,5.0,13.0,11.556032138850329,Moderate
Kulgam,JAMMU & KASHMIR,2,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.367091191,0.344100009,0.022991182,578651.0,6.0,49.0,7.0,11.544190820352002,Moderate
Samba,JAMMU & KASHMIR,2,1.5,2.0,1.5,0.7071067811865476,0.0,,2.0,0.0,0.0,0.0,0.0,0.669356657,0.039351707,0.63000495,433040.0,6.0,33.0,0.0,11.523626947400388,Moderate
Kurung Kumey,ARUNACHAL PRADESH,24,4.291666666666667,17.0,1.5,4.427966131077677,0.0,,67.0,33.0,3.0,16.0,0.0,0.581168345,0.025194178,0.555974167,77223.0,4.0,17.0,3.0,11.510044988050431,Moderate
Datia,MADHYA PRADESH,7,5.571428571428571,14.0,4.0,4.353433237386437,0.0,,98.0,0.0,0.0,2035.0,0.0,2.46515688,0.299925165,2.165231715,955153.0,6.0,9.0,0.0,11.492406961849484,Moderate
Panna,MADHYA PRADESH,7,5.285714285714286,14.0,4.0,4.535573676110727,0.0,,110.0,0.0,0.0,40000.0,0.0,0.90658603,0.165583402,0.741002628,1214594.0,7.0,8.0,0.0,11.464881114149012,Low
Giridih,JHARKHAND,4,4.5,14.0,1.5,6.3508529610858835,0.0,,61.0,0.0,0.0,0.0,0.0,0.488850861,0.045970652,0.442880209,3023152.0,4.0,12.0,0.0,11.462058703328612,Low
Thoubal,MANIPUR,9,4.555555555555555,17.0,3.0,5.2704627669473,0.0,,15.0,5.0,0.0,200.0,0.0,23.65742483,0.052982735,23.6044421,325077.0,5.0,7.0,2.0,11.46109993778033,Low
Durg,CHHATTISGARH,9,1.6666666666666667,3.0,2.0,0.7071067811865476,0.0,,37.0,0.0,0.0,42.0,0.0,1.029480865,0.598727155,0.43075371,2010685.0,2.0,16.0,0.0,11.387358838485303,Low
Katni,MADHYA PRADESH,7,5.714285714285714,14.0,4.0,4.191828786034631,0.0,,157.0,0.0,0.0,40000.0,0.0,1.074565636,0.544194583,0.530371053,1481656.0,6.0,10.0,0.0,11.376302525668784,Low
Kamareddy,TELANGANA,1,30.0,30.0,30.0,,0.0,,49.0,9.0,0.0,6733.0,0.0,1.880129371,0.928824065,0.951305306,1051890.0,20.0,6.0,1.0,11.365235920129477,Low
Singrauli,MADHYA PRADESH,6,6.833333333333333,14.0,7.0,4.070217029430576,0.0,,89.0,0.0,0.0,2000.0,0.0,1.521857949,0.715195816,0.806662133,1558134.0,8.0,6.0,0.0,11.286876313176668,Low
Lunglei,MIZORAM,8,3.625,17.0,1.0,5.578978401105349,0.0,,63.0,0.0,0.0,0.0,0.0,2.6734292,0.01244799,2.66098121,188482.0,4.0,12.0,0.0,11.271881135911611,Low
Lawngtlai,MIZORAM,7,3.4285714285714284,17.0,1.0,5.996030432909839,0.0,,63.0,2.0,0.0,0.0,0.0,2.814060532,0.021722019,2.792338513,149520.0,3.0,12.0,2.0,11.266585849948353,Low
Champhai,MIZORAM,10,2.7,17.0,1.0,5.034326612809744,0.0,,60.0,8.0,0.0,0.0,0.0,0.919185436,0.0,0.919185436,136805.0,3.0,9.0,8.0,11.253727492530876,Low
Changlang,ARUNACHAL PRADESH,22,4.545454545454546,17.0,4.0,4.404837954181447,0.0,,54.0,31.0,2.0,16.0,0.0,2.538486995,0.021259348,2.517227647,183018.0,5.0,4.0,1.0,11.251637398872711,Low
Ashoknagar,MADHYA PRADESH,9,4.666666666666667,14.0,4.0,4.183300132670378,0.0,,101.0,10.0,0.0,2000.0,0.0,1.106305566,0.886532248,0.219773318,1071470.0,6.0,6.0,4.0,11.23645822753216,Low
Tamenglong,MANIPUR,7,4.714285714285714,17.0,3.0,5.82277956862201,0.0,,17.0,5.0,2.0,0.0,0.0,1.701837152,0.006002374,1.695834778,139509.0,5.0,11.0,2.0,11.226699133445404,Low
Debagarh,ODISHA,0,,,,,,,,,,,,2.166747854,2.19247626,0.025728406,351390.0,32.0,36.0,0.0,11.204453176669588,Low
Chatra,JHARKHAND,8,2.0,4.0,1.5,1.1952286093343936,0.0,,47.0,12.0,0.0,22.0,0.0,0.37639693,0.036811514,0.339585416,1313082.0,2.0,8.0,3.0,11.172518237918649,Low
Sheopur,MADHYA PRADESH,7,6.0,14.0,7.0,4.320493798938574,0.0,,88.0,0.0,0.0,2000.0,0.0,1.417634793,0.185883526,1.231751267,890783.0,7.0,5.0,0.0,11.164904277475754,Low
Dhalai,TRIPURA,23,4.391304347826087,21.0,2.0,4.988524380422647,0.0,,87.0,10.0,0.0,0.0,0.0,1.167627679,0.830802532,0.336825147,436885.0,4.0,12.0,1.0,11.161184783193038,Low
Godda,JHARKHAND,4,1.75,3.0,1.5,0.9574271077563381,0.0,,36.0,0.0,0.0,0.0,0.0,0.351053647,0.042063828,0.308989819,1541633.0,5.0,16.0,0.0,11.1329118351489,Low
Upper Subansiri,ARUNACHAL PRADESH,0,,,,,,,,,,,,1.234996868,0.078758779,1.156238089,119722.0,7.0,5.0,1.0,11.125065157677906,Low
Barnala,PUNJAB,19,5.684210526315789,30.0,2.0,8.452827479468679,0.0,,69.0,6.0,0.0,14.0,0.0,1.6671773,0.0,1.6671773,684088.0,7.0,6.0,0.0,11.104807807396751,Low
Sahibganj,JHARKHAND,0,,,,,,,,,,,,8.050315684,2.307096524,5.74321916,1863699.0,5.0,3.0,0.0,11.06901446570178,Low
Gumla,JHARKHAND,5,4.4,14.0,2.0,5.504543577809153,0.0,,46.0,0.0,0.0,0.0,0.0,0.738034735,0.061045269,0.676989466,1266667.0,4.0,8.0,0.0,11.057680028059243,Low
Garhwa,JHARKHAND,7,2.2857142857142856,3.0,2.0,0.7559289460184544,0.0,,60.0,0.0,0.0,1.0,0.0,0.838209479,0.290692695,0.547516784,1689634.0,2.0,10.0,0.0,11.04842383413576,Low
Uttar Bastar Kanker,CHHATTISGARH,0,,,,,,,,,,,,0.836672614,0.106473076,0.730199538,868469.0,1.0,7.0,2.0,11.025433919960095,Low
Kra Daadi,ARUNACHAL PRADESH,21,4.571428571428571,17.0,3.0,4.533998550633078,0.0,,57.0,32.0,2.0,16.0,0.0,1.846265574,0.008415915,1.837849659,93220.0,5.0,7.0,2.0,11.01656951844341,Low
Kanniyakumari,TAMIL NADU,4,2.25,4.0,2.0,1.5000000000000002,0.0,,110.0,0.0,0.0,1210.0,0.0,0.216023548,0.214453049,0.001570499,2092603.0,6.0,50.0,5.0,11.01336275465019,Low
Lahul & Spiti,HIMACHAL PRADESH,0,,,,,,,,,,,,0.310107104,0.321979852,0.011872748,31023.0,6.0,58.0,1.0,10.96578019019641,Low
West,DELHI,15,1.3333333333333333,5.0,1.0,1.0465362369445672,0.0,,18.0,41.0,0.0,25.0,0.0,5.312905892,0.0,5.312905892,3053772.0,3.0,2.0,6.0,10.94354846228993,Low
Khowai,TRIPURA,20,4.4,21.0,2.0,5.195139428755549,0.0,,83.0,10.0,0.0,0.0,0.0,0.889218209,0.0,0.889218209,324410.0,4.0,10.0,1.0,10.896522224413973,Low
Tikamgarh,MADHYA PRADESH,9,4.333333333333333,14.0,3.0,4.0620192023179795,0.0,,91.0,0.0,0.0,7000.0,0.0,0.397359874,0.123153605,0.274206269,1216750.0,6.0,9.0,0.0,10.89427204404565,Low
Vikarabad,TELANGANA,6,7.166666666666667,30.0,2.0,11.409060726749887,0.0,,53.0,9.0,0.0,6733.0,0.0,0.271652781,0.187043402,0.084609379,1308948.0,9.0,10.0,1.0,10.890505293328674,Low
Satna,MADHYA PRADESH,10,4.9,14.0,4.0,3.8715486421958962,0.0,,184.0,0.0,0.0,40000.0,0.0,0.676054775,0.682682458,0.006627683,2619145.0,6.0,28.0,0.0,10.888948730776102,Low
Sipahijala,TRIPURA,0,,,,,,,,,,,,0.601362713,0.003254841,0.598107872,477873.0,4.0,10.0,1.0,10.887426944928729,Low
Narayanpet,TELANGANA,5,1.8,3.0,1.0,1.0954451150103321,0.0,,10.0,0.0,0.0,0.0,0.0,1.584991037,0.815999907,0.76899113,669576.0,5.0,11.0,0.0,10.866879335501324,Low
Pathankot,PUNJAB,20,5.5,30.0,2.0,8.268519882822535,0.0,,69.0,6.0,0.0,14.0,0.0,2.474306677,1.207937139,1.266369538,713016.0,7.0,6.0,0.0,10.849183480056968,Low
South Garo Hills,MEGHALAYA,7,3.4285714285714284,8.0,2.0,2.9920529661723823,0.0,,103.0,0.0,0.0,0.0,0.0,1.298508569,0.025829871,1.272678698,190314.0,3.0,20.0,0.0,10.843939023790394,Low
Shajapur,MADHYA PRADESH,8,4.875,14.0,4.0,4.086126352846736,0.0,,83.0,0.0,0.0,2000.0,0.0,0.571010644,0.057503291,0.513507353,1036523.0,6.0,7.0,0.0,10.84349368116641,Low
Dindori,MADHYA PRADESH,8,6.625,14.0,5.5,5.3967582862307255,0.0,,69.0,0.0,0.0,2000.0,0.0,1.451159302,0.207929959,1.243229343,917721.0,7.0,3.0,0.0,10.83104980705238,Low
Janjgir - Champa,CHHATTISGARH,0,,,,,,,,,,,,2.305607554,0.376710728,1.928896826,2018726.0,2.0,2.0,2.0,10.791229865876428,Low
Medchal Malkajgiri,TELANGANA,2,16.0,30.0,16.0,19.79898987322333,0.0,,49.0,9.0,0.0,6733.0,0.0,0.338814937,0.108188415,0.230626522,3917267.0,15.0,6.0,1.0,10.786006196303363,Low
Surguja,CHHATTISGARH,6,1.3333333333333333,3.0,1.0,0.816496580927726,0.0,,38.0,2.0,0.0,55.0,0.0,0.479102379,0.278929567,0.200172812,971194.0,1.0,12.0,2.0,10.750021653536365,Low
Lower Subansiri,ARUNACHAL PRADESH,1,1.0,1.0,1.0,,0.0,,37.0,0.0,0.0,0.0,0.0,0.836132857,0.006756278,0.829376579,99671.0,5.0,12.0,1.0,10.74706790781616,Low
Washim,MAHARASHTRA,75,3.5733333333333333,31.0,3.0,4.0841596884010745,0.0,,763.0,82.0,0.0,14320.0,0.0,0.392447344,0.392373985,7.34e-05,1362768.0,4.0,62.0,6.0,10.734974523913712,Low
Jhajjar,HARYANA,9,3.7777777777777777,14.0,2.0,4.1163630117428225,0.0,,61.0,8.0,0.0,0.0,0.0,1.433630243,0.004170675,1.429459568,999200.0,7.0,4.0,0.0,10.71628017524838,Low
East Garo Hills,MEGHALAYA,9,3.7777777777777777,9.0,2.0,3.3458099833141217,0.0,,108.0,1.0,0.0,0.0,0.0,0.691122728,0.004744409,0.686378319,188522.0,4.0,20.0,0.0,10.696820929375155,Low
South West Garo Hills,MEGHALAYA,7,4.714285714285714,10.0,4.0,3.638419332360584,0.0,,92.0,0.0,0.0,20.0,0.0,3.341603843,0.001275329,3.340328514,161524.0,5.0,13.0,0.0,10.671036900750009,Low
Neemuch,MADHYA PRADESH,6,5.166666666666667,14.0,3.5,4.79235502302017,0.0,,68.0,2.0,0.0,2000.0,0.0,1.80618778,1.853193024,0.047005244,905934.0,6.0,14.0,1.0,10.664636960132986,Low
Ramgarh,JHARKHAND,6,1.5,3.0,1.0,0.8366600265340756,0.0,,24.0,16.0,0.0,16.0,0.0,0.955188073,0.516207464,0.438980609,1068909.0,2.0,4.0,11.0,10.627312499651268,Low
Rewari,HARYANA,11,3.272727272727273,14.0,2.0,3.8494391563163872,0.0,,61.0,8.0,0.0,0.0,0.0,0.830835644,0.002779906,0.828055738,1012074.0,6.0,5.0,0.0,10.597251089448347,Low
Dumka,JHARKHAND,2,1.5,2.0,1.5,0.7071067811865476,0.0,,15.0,0.0,0.0,0.0,0.0,0.826039058,0.598250003,0.227789055,1522340.0,6.0,8.0,0.0,10.5848069481936,Low
Namsai,ARUNACHAL PRADESH,17,4.705882352941177,17.0,1.0,4.921441682606238,0.0,,54.0,31.0,2.0,16.0,0.0,4.082402322,0.299110207,3.783292115,120106.0,5.0,4.0,1.0,10.56352688594745,Low
Sidhi,MADHYA PRADESH,4,6.75,14.0,5.5,5.251983752196243,0.0,,68.0,0.0,0.0,2000.0,0.0,2.184368869,0.402325215,1.782043654,1292335.0,8.0,2.0,0.0,10.556680246809432,Low
North Garo Hills,MEGHALAYA,6,5.333333333333333,10.0,5.5,3.559026084010437,0.0,,92.0,0.0,0.0,20.0,0.0,1.505747627,0.0,1.505747627,191024.0,5.0,13.0,0.0,10.473013602064915,Low
Hyderabad,TELANGANA,14,8.071428571428571,30.0,2.0,11.990151636394607,0.0,,53.0,11.0,0.0,6733.0,0.0,0.522269753,0.52199262,0.000277133,3345250.0,7.0,101.0,4.0,10.461370494449875,Low
Lower Dibang Valley,ARUNACHAL PRADESH,22,4.2727272727272725,17.0,2.5,4.431293675255978,0.0,,66.0,31.0,2.0,48.0,0.0,1.560368914,0.162468901,1.397900013,59491.0,4.0,5.0,1.0,10.435148428163515,Low
New Delhi,DELHI,11,1.8181818181818181,7.0,1.0,1.7786613965666325,0.0,,26.0,6.0,0.0,0.0,0.0,0.014199219,0.0,0.014199219,1064852.0,3.0,21.0,20.0,10.399872325032984,Low
Anjaw,ARUNACHAL PRADESH,20,4.45,17.0,1.0,4.695742752749559,0.0,,66.0,31.0,3.0,16.0,0.0,1.599292296,0.251543379,1.347748917,24066.0,5.0,5.0,1.0,10.331746414673855,Low
Palwal,HARYANA,8,4.0,14.0,2.5,4.342481186734475,0.0,,53.0,8.0,0.0,0.0,0.0,1.788990887,0.0,1.788990887,1312139.0,7.0,2.0,0.0,10.310952075785933,Low
Pashchimi Singhbhum,JHARKHAND,0,,,,,,,,,,,,0.910148694,0.04196336,0.868185334,1744372.0,3.0,2.0,0.0,10.306841150931811,Low
Siang,ARUNACHAL PRADESH,17,4.705882352941177,17.0,1.0,4.921441682606238,0.0,,54.0,31.0,2.0,16.0,0.0,2.518308001,0.498407734,2.019900267,48365.0,5.0,4.0,1.0,10.300113768441996,Low
Nabarangapur,ODISHA,0,,,,,,,,,,,,0.945022433,0.509433477,0.435588956,1425811.0,8.0,3.0,0.0,10.296490508721549,Low
Bhadradri Kothagudem,TELANGANA,6,2.6666666666666665,8.0,1.5,2.7325202042558927,0.0,,2.0,0.0,0.0,1.0,0.0,1.367448139,0.625093908,0.742354231,1149137.0,8.0,2.0,0.0,10.291820822002276,Low
Muzaffarabad,JAMMU & KASHMIR,2,14.5,22.0,14.5,10.606601717798213,0.0,,268.0,0.0,0.0,0.0,0.0,0.705240174,0.275433011,0.429807163,9108.0,8.0,29.0,0.0,10.252418880453558,Low
Imphal East,MANIPUR,12,4.833333333333333,17.0,3.0,4.764133677487409,0.0,,5.0,0.0,5.0,200.0,0.0,11.82536756,0.032628883,11.79273868,434974.0,5.0,2.0,0.0,10.245482380946884,Low
Jhabua,MADHYA PRADESH,10,7.1,14.0,5.5,5.363456596884761,0.0,,86.0,0.0,0.0,2000.0,0.0,0.409073564,0.130395664,0.2786779,1290473.0,7.0,3.0,0.0,10.24113162541924,Low
Mungeli,CHHATTISGARH,2,2.0,3.0,2.0,1.4142135623730951,0.0,,7.0,4.0,0.0,0.0,0.0,2.354397777,0.519156343,1.835241434,784748.0,2.0,2.0,4.0,10.213543018484753,Low
Alirajpur,MADHYA PRADESH,8,4.125,14.0,2.5,4.48608961123159,0.0,,74.0,0.0,0.0,2004.0,0.0,0.872416618,0.738663983,0.133752635,917115.0,5.0,7.0,0.0,10.19595043322708,Low
Deoghar,JHARKHAND,3,1.3333333333333333,2.0,1.0,0.5773502691896257,0.0,,17.0,0.0,0.0,0.0,0.0,0.900022929,0.088257849,0.81176508,1878226.0,4.0,3.0,0.0,10.195271519719046,Low
Jogulamba Gadwal,TELANGANA,1,92.0,92.0,92.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.863639705,1.45893785,1.404701855,677578.0,34.0,1.0,0.0,10.137668799539624,Low
Mamit,MIZORAM,7,3.4285714285714284,17.0,1.0,5.996030432909839,0.0,,58.0,0.0,0.0,0.0,0.0,1.381857077,0.0,1.381857077,138551.0,3.0,7.0,0.0,10.112772397135728,Low
Khunti,JHARKHAND,5,2.4,4.0,2.0,1.140175425099138,0.0,,25.0,7.0,0.0,5.0,0.0,0.760830841,0.025055895,0.735774946,661665.0,2.0,3.0,2.0,10.055094618285557,Low
Bokaro,JHARKHAND,6,2.0,6.0,1.0,2.0,0.0,,49.0,5.0,0.0,14.0,0.0,1.369848729,1.347818433,0.022030296,2426002.0,2.0,12.0,1.0,10.052560471915164,Low
Nagarkurnool,TELANGANA,1,1.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.158570923,0.873611522,1.284959401,978724.0,10.0,1.0,0.0,10.02790622304353,Low
Anuppur,MADHYA PRADESH,6,8.5,14.0,9.5,4.888762624632126,0.0,,68.0,0.0,0.0,2000.0,0.0,0.69532992,0.16785608,0.52747384,902339.0,9.0,2.0,0.0,9.990783932578736,Low
Mahabubabad,TELANGANA,4,4.5,8.0,4.5,3.5118845842842465,0.0,,3.0,0.0,0.0,0.0,0.0,0.514342184,0.26668014,0.247662044,802801.0,8.0,4.0,0.0,9.98365424991606,Low
Wanaparthy,TELANGANA,1,1.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,5.911067913,0.984745694,4.926322219,680558.0,10.0,1.0,0.0,9.983597435827042,Low
Nirmal,TELANGANA,1,1.0,1.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,2.495939442,1.345821289,1.150118153,747102.0,10.0,2.0,0.0,9.97777035268932,Low
Bametara,CHHATTISGARH,0,,,,,,,,,,,,2.704068243,0.320047689,2.384020554,909116.0,2.0,3.0,0.0,9.95595548857293,Low
Mirpur,JAMMU & KASHMIR,2,14.5,22.0,14.5,10.606601717798213,0.0,,268.0,0.0,0.0,0.0,0.0,2.033481738,1.696173528,0.33730821,7110.0,8.0,29.0,0.0,9.948679414974752,Low
Pakur,JHARKHAND,2,1.5,2.0,1.5,0.7071067811865476,0.0,,15.0,0.0,0.0,0.0,0.0,3.841519374,0.015471341,3.826048033,1077497.0,6.0,1.0,0.0,9.940192955238464,Low
Nuh,HARYANA,8,4.0,14.0,2.5,4.342481186734475,0.0,,53.0,8.0,0.0,0.0,0.0,0.669910248,0.0,0.669910248,1279625.0,7.0,2.0,0.0,9.922296092954678,Low
Kalimpong,WEST BENGAL,4,6.0,14.0,4.5,5.94418483337567,0.0,,86.0,0.0,0.0,0.0,0.0,1.209230259,0.250831636,0.958398623,214033.0,6.0,12.0,0.0,9.916650213959274,Low
Lohardaga,JHARKHAND,5,2.4,4.0,2.0,1.140175425099138,0.0,,49.0,0.0,0.0,0.0,0.0,0.868753763,0.077224984,0.791528779,575951.0,2.0,7.0,0.0,9.906912664619114,Low
Suryapet,TELANGANA,1,3.0,3.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.862321095,0.526090291,1.336230804,1145777.0,11.0,1.0,0.0,9.901334243798267,Low
Kolasib,MIZORAM,6,3.8333333333333335,17.0,1.0,6.462713568360172,0.0,,58.0,0.0,0.0,0.0,0.0,1.964392845,0.380323566,1.584069279,125377.0,4.0,7.0,0.0,9.878909712173492,Low
West Jaintia Hills,MEGHALAYA,0,,,,,,,,,,,,1.733990094,0.091584225,1.642405869,372716.0,3.0,4.0,0.0,9.874314592993612,Low
Yadadri Bhuvanagiri,TELANGANA,2,1.5,2.0,1.5,0.7071067811865476,0.0,,2.0,0.0,0.0,0.0,0.0,0.630428715,0.084363209,0.546065506,769265.0,10.0,3.0,0.0,9.86087462664835,Low
Peddapalli,TELANGANA,1,1.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,3.699961317,1.102681823,2.597279494,919259.0,10.0,1.0,0.0,9.845408482920163,Low
