district,state,flood_event_count,avg_flood_duration,max_flood_duration,median_flood_duration,std_flood_duration,total_area_affected,avg_area_affected,total_human_fatalities,total_human_injuries,total_human_displaced,total_animal_fatalities,severe_event_count,percent_flooded_area,permanent_water,corrected_percent_flooded_area,population,impact_mean_flood_duration,impact_human_fatalities,impact_human_injuries,dfsi,risk_class
Solapur,MAHARASHTRA,34,2.735294117647059,10.0,1.0,2.4409241112607423,0.0,,544.0,69.0,8.0,2593.0,0.0,1.684216461,0.761165008,0.923051453,4817374.0,3.0,161.0,11.0,16.464257131913666,Very High
Bikaner,RAJASTHAN,31,14.516129032258064,365.0,2.0,65.09012775515805,0.0,,400.0,106.0,0.0,6324.0,0.0,0.693208661,0.008307225,0.684901436,3124233.0,14.0,61.0,23.0,16.457523131899894,Very High
Aurangabad,MAHARASHTRA,54,4.166666666666667,21.0,3.0,3.9561273230555174,0.0,,2012.0,168.0,0.0,26920.0,0.0,,,,,,,,16.375516553489632,Very High
Munger,BIHAR,37,14.243243243243244,85.0,7.0,16.773665546202352,0.0,,2962.0,12.0,0.0,7159.0,0.0,15.77841256,2.040092021,13.73832054,1690301.0,22.0,134.0,4.0,16.453027127776114,Very High
Muzaffarnagar,UTTAR PRADESH,26,11.153846153846153,89.0,3.5,18.347081092516724,0.0,,2277.0,59.0,0.0,7814.0,0.0,1.484914141,0.003804991,1.48110915,3353539.0,21.0,146.0,13.0,16.43435970342118,Very High
Ghazipur,UTTAR PRADESH,1,7.0,7.0,7.0,,0.0,,145.0,0.0,0.0,0.0,0.0,9.244698358,0.864783267,8.379915091,4171506.0,20.0,97.0,3.0,16.433974169994748,Very High
Dhubri,ASSAM,118,11.440677966101696,93.0,7.0,14.653573627250585,0.0,,2276.0,60.0,1.0,10024826.0,0.0,11.79092943,2.559481456,9.231447974,1376422.0,12.0,141.0,3.0,16.416419374958934,Very High
West Godavari,ANDHRA PRADESH,39,7.948717948717949,38.0,6.0,9.400304356631276,0.0,,1976.0,6.0,0.0,95181.0,0.0,5.603589524,2.064339191,3.539250333,4167944.0,8.0,232.0,0.0,16.38794981720737,Very High
Barmer,RAJASTHAN,19,22.63157894736842,365.0,3.0,82.9472459701652,0.0,,689.0,18.0,0.0,80686.0,0.0,0.88895207,0.014956261,0.873995809,3345308.0,20.0,85.0,8.0,16.36665709469927,Very High
Mathura,UTTAR PRADESH,19,10.842105263157896,89.0,2.0,20.366811668591126,0.0,,1901.0,45.0,0.0,4421.0,0.0,4.807455013,0.0,4.807455013,3064227.0,23.0,115.0,5.0,16.360129491585603,Very High
Purnia,BIHAR,35,13.485714285714286,85.0,7.0,16.66516519847424,0.0,,3163.0,0.0,0.0,2771.0,0.0,6.353941784,0.033127573,6.320814211,4127576.0,21.0,166.0,0.0,16.341519369758835,Very High
Dehradun,UTTARAKHAND,17,2.1176470588235294,14.0,1.0,3.1401105263425135,0.0,,136.0,10.0,14.0,85.0,0.0,1.565549733,0.084799737,1.480749996,2132260.0,6.0,232.0,17.0,16.331394182480402,Very High
Nawada,BIHAR,25,15.72,85.0,12.0,18.718351066978805,0.0,,2790.0,47.0,0.0,1755.0,0.0,1.840779083,0.079535975,1.761243108,2765346.0,25.0,98.0,23.0,16.329761098405058,Very High
Bid,MAHARASHTRA,0,,,,,,,,,,,,0.847814579,0.573485427,0.274329152,3032850.0,4.0,242.0,15.0,16.327195488559887,Very High
Amritsar,PUNJAB,45,6.177777777777778,38.0,2.0,9.494708786976826,0.0,,738.0,33.0,0.0,7117.0,0.0,2.592469047,0.034259992,2.558209055,2748187.0,7.0,117.0,21.0,16.326198333448385,Very High
Balrampur,UTTAR PRADESH,23,9.217391304347826,89.0,1.0,18.7542880472201,0.0,,1722.0,69.0,0.0,4000.0,0.0,,,,,,,,16.034595140444097,Very High
Kalaburagi,KARNATAKA,51,7.568627450980392,31.0,4.0,9.810718428251386,0.0,,1418.0,93.0,0.0,11928.0,0.0,1.1108725,0.548079914,0.562792586,2925453.0,8.0,112.0,16.0,16.27130403580589,Very High
Hardoi,UTTAR PRADESH,32,6.25,89.0,1.0,16.094479117527108,0.0,,1928.0,19.0,0.0,3964.0,0.0,4.375049349,0.028511914,4.346537435,4789431.0,16.0,77.0,3.0,16.246358522053228,Very High
Dakshin Dinajpur,WEST BENGAL,29,13.241379310344827,61.0,7.0,15.911934362999796,0.0,,1067.0,8.0,0.0,1691.0,0.0,3.854366613,0.005980479,3.848386134,1838248.0,24.0,190.0,3.0,16.243608173190268,Very High
Unnao,UTTAR PRADESH,31,7.32258064516129,89.0,1.0,16.442601369155255,0.0,,2040.0,28.0,0.0,4517.0,0.0,3.590127624,0.07773585,3.512391774,3601532.0,18.0,97.0,4.0,16.230177745178764,Very High
Raigarh,MAHARASHTRA,39,2.923076923076923,10.0,2.0,2.442869488129153,0.0,,2189.0,169.0,93.0,41108.0,0.0,,,,,,,,16.071921038824858,Very High
Jalgaon,MAHARASHTRA,44,2.5681818181818183,10.0,1.0,2.415047086764488,0.0,,604.0,75.0,0.0,2602.0,0.0,1.523114248,0.504330321,1.018783927,4760079.0,3.0,75.0,26.0,16.203766218047182,Very High
Moradabad,UTTAR PRADESH,21,10.428571428571429,89.0,2.0,19.38445621773133,0.0,,2945.0,0.0,0.0,4807.0,0.0,3.838687956,0.0,3.838687956,3696840.0,22.0,200.0,1.0,16.170468649462784,Very High
Nalanda,BIHAR,31,15.35483870967742,85.0,7.0,18.026921325426542,0.0,,2919.0,4.0,0.0,755.0,0.0,17.26579914,0.017069197,17.24872994,3649192.0,23.0,108.0,0.0,16.16893638177635,Very High
Bulandshahr,UTTAR PRADESH,18,12.722222222222221,89.0,4.0,21.006457146079285,0.0,,2038.0,23.0,0.0,7568.0,0.0,4.647089954,0.043817515,4.603272439,4116049.0,24.0,142.0,1.0,16.156742626782666,Very High
Mandi,HIMACHAL PRADESH,88,4.284090909090909,99.0,2.0,11.418827831660824,0.0,,812.0,62.0,4.0,18325.0,0.0,0.910437082,0.174020686,0.736416396,1131583.0,4.0,187.0,26.0,16.145166319236747,Very High
Araria,BIHAR,28,14.5,85.0,7.0,18.300981556351722,0.0,,3059.0,0.0,0.0,755.0,0.0,6.399493143,0.0,6.399493143,3634320.0,23.0,162.0,0.0,16.139375553110227,Very High
Wayanad,KERALA,146,3.73972602739726,34.0,2.0,4.583410557457673,0.0,,1182.0,459.0,50.0,860729.0,0.0,0.815062099,0.354881107,0.460180992,847406.0,4.0,151.0,95.0,16.135483336003308,Very High
Jalandhar,PUNJAB,42,5.571428571428571,38.0,2.0,8.396116573700233,0.0,,328.0,46.0,0.0,499.0,0.0,5.423173348,0.0,5.423173348,2446748.0,6.0,56.0,39.0,16.12634939775498,Very High
Kasaragod,KERALA,64,5.5,34.0,4.0,6.3119941255731415,0.0,,1086.0,327.0,49.0,847210.0,0.0,3.02140911,0.717632918,2.303776192,1320168.0,6.0,108.0,40.0,16.122794226826645,Very High
Budaun,UTTAR PRADESH,21,10.380952380952381,89.0,2.0,19.404834939973572,0.0,,1953.0,25.0,0.0,4407.0,0.0,3.899941243,0.043402472,3.856538771,3653296.0,23.0,90.0,4.0,16.11888766407801,Very High
Firozabad,UTTAR PRADESH,19,9.31578947368421,89.0,1.0,20.47777285953113,0.0,,1670.0,62.0,0.0,3972.0,0.0,4.216316792,0.0,4.216316792,2948291.0,21.0,62.0,21.0,16.085013203174043,Very High
Mirzapur,UTTAR PRADESH,31,12.096774193548388,89.0,2.0,20.21609068491347,0.0,,2583.0,0.0,0.0,4911.0,0.0,4.158753681,1.473547713,2.685205968,3135271.0,21.0,206.0,0.0,16.08213687752855,Very High
Banda,UTTAR PRADESH,20,10.85,89.0,4.5,19.679738444988487,0.0,,1839.0,44.0,0.0,3958.0,0.0,6.835722082,0.522039626,6.313682456,2069729.0,22.0,87.0,4.0,16.059900808320847,Very High
Kanpur Dehat,UTTAR PRADESH,0,,,,,,,,,,,,3.309974643,0.222688571,3.087286072,2010692.0,16.0,131.0,4.0,16.056076897408293,Very High
Sultanpur,UTTAR PRADESH,30,9.666666666666666,89.0,1.0,19.336107609114723,0.0,,2320.0,2.0,0.0,4410.0,0.0,4.349309327,0.002008734,4.347300593,2509152.0,20.0,139.0,2.0,16.055801690738456,Very High
Gaya,BIHAR,29,13.89655172413793,85.0,7.0,17.96692363282001,0.0,,2862.0,0.0,0.0,790.0,0.0,3.47076538,0.000225598,3.470539782,5429170.0,23.0,122.0,0.0,16.047065958457697,Very High
Kanpur Nagar,UTTAR PRADESH,5,1.8,3.0,2.0,0.8366600265340756,0.0,,42.0,2.0,0.0,0.0,0.0,5.234616541,0.360877047,4.873739494,4932257.0,20.0,112.0,1.0,16.037032577580113,Very High
Alwar,RAJASTHAN,33,14.212121212121213,365.0,2.0,63.03756696196998,0.0,,454.0,53.0,0.0,890.0,0.0,0.348076896,0.005601607,0.342475289,4491235.0,14.0,102.0,15.0,16.035513548288417,Very High
Gadchiroli,MAHARASHTRA,55,3.6,31.0,2.0,4.878524367060187,0.0,,739.0,85.0,0.0,2838.0,0.0,1.859313068,0.196356508,1.66295656,1183215.0,4.0,90.0,15.0,16.028387315575035,Very High
Hamirpur,HIMACHAL PRADESH,75,4.36,99.0,2.0,12.303196684140618,0.0,,736.0,44.0,2.0,18589.0,0.0,,,,,,,,15.808167952229702,High
Vadodara,GUJARAT,36,13.444444444444445,120.0,7.0,21.001284919117882,0.0,,1218.0,24.0,2.0,8783.0,0.0,3.328415211,0.284762754,3.043652457,3437852.0,13.0,105.0,3.0,15.994498844329868,Very High
Pathanamthitta,KERALA,72,5.208333333333333,34.0,4.0,6.086090120738148,0.0,,1158.0,297.0,11.0,857210.0,0.0,1.224907042,0.233181386,0.991725656,1320089.0,6.0,132.0,30.0,15.993823606127968,Very High
Pali,RAJASTHAN,26,18.653846153846153,365.0,4.5,70.74231678857701,0.0,,1366.0,43.0,0.0,275586.0,0.0,0.420034216,0.028374093,0.391660123,2254626.0,18.0,136.0,8.0,15.976500768955797,Very High
Vizianagaram,ANDHRA PRADESH,16,9.375,31.0,5.0,10.837435120913065,0.0,,616.0,429.0,0.0,47002.0,0.0,1.110588388,0.320586402,0.790001986,2443656.0,9.0,63.0,107.0,15.961001525134424,Very High
Kolkata,WEST BENGAL,72,2.611111111111111,30.0,1.0,4.8833016871541055,0.0,,1798.0,105.0,0.0,213.0,0.0,12.06523072,10.21461453,1.85061619,2896202.0,3.0,262.0,79.0,15.957336198809111,Very High
Krishna,ANDHRA PRADESH,35,7.828571428571428,38.0,6.0,9.014647277970361,0.0,,1803.0,6.0,0.0,100249.0,0.0,4.604283716,3.894573341,0.709710375,4751934.0,8.0,210.0,1.0,15.957324083169675,Very High
Siwan,BIHAR,30,14.733333333333333,85.0,9.5,17.83822577642112,0.0,,2936.0,0.0,0.0,790.0,0.0,6.753345435,0.145588085,6.60775735,3880318.0,23.0,133.0,0.0,15.941828102345882,Very High
Jalor,RAJASTHAN,0,,,,,,,,,,,,1.350286581,0.005874951,1.34441163,2252706.0,25.0,113.0,4.0,15.941008821581091,Very High
Wardha,MAHARASHTRA,67,4.343283582089552,31.0,2.0,5.313083447621826,0.0,,923.0,131.0,0.0,6007.0,0.0,1.65012412,1.005544539,0.644579581,1365264.0,5.0,134.0,20.0,15.93909113222713,Very High
Morigaon,ASSAM,0,,,,,,,,,,,,15.71118817,2.221938191,13.48924998,1127394.0,8.0,81.0,3.0,15.894310472731716,Very High
Fatehpur,UTTAR PRADESH,33,7.484848484848484,89.0,1.0,16.078170783941058,0.0,,2286.0,20.0,0.0,4422.0,0.0,6.194245238,0.497518236,5.696727002,3038415.0,16.0,94.0,1.0,15.880027904370005,Very High
Tonk,RAJASTHAN,20,22.8,365.0,3.0,80.84071407794205,0.0,,1054.0,1038.0,0.0,208781.0,0.0,0.845948588,0.871896612,0.025948024,1641156.0,21.0,137.0,252.0,15.834013405214002,Very High
Bundi,RAJASTHAN,25,17.84,365.0,3.0,72.38823569245673,0.0,,1352.0,46.0,0.0,275300.0,0.0,2.12987866,0.138460405,1.991418255,1323567.0,17.0,137.0,4.0,15.82948386480906,Very High
Kangra,HIMACHAL PRADESH,99,4.101010101010101,99.0,2.0,10.802016959709704,0.0,,846.0,114.0,5.0,18835.0,0.0,1.044453548,0.966952237,0.077501311,1693351.0,4.0,173.0,58.0,15.827797199316024,Very High
Surendranagar,GUJARAT,29,14.586206896551724,122.0,7.0,23.29395574788096,0.0,,1418.0,43.0,0.0,26709.0,0.0,1.286502045,0.14688655,1.139615495,1806637.0,13.0,109.0,5.0,15.827202884851877,Very High
Kishanganj,BIHAR,29,14.03448275862069,85.0,7.0,17.987064317409352,0.0,,2964.0,0.0,0.0,755.0,0.0,9.339752372,0.190724422,9.14902795,2214692.0,22.0,143.0,0.0,15.818143694114555,Very High
Coimbatore,TAMIL NADU,33,5.0606060606060606,16.0,3.0,4.961976634488733,0.0,,1065.0,234.0,0.0,9093.0,0.0,0.519629022,0.20279264,0.316836382,4180340.0,5.0,142.0,24.0,15.81294135542745,Very High
Nashik,MAHARASHTRA,83,2.4698795180722892,14.0,1.0,2.456138896314703,0.0,,844.0,128.0,4.0,2103.0,0.0,0.73876734,0.729292944,0.009474396,7301954.0,3.0,158.0,70.0,15.8107558547062,Very High
Shahjahanpur,UTTAR PRADESH,22,8.727272727272727,89.0,1.0,19.248207877449435,0.0,,1629.0,3.0,0.0,3940.0,0.0,4.764711247,0.007833177,4.75687807,3533793.0,20.0,64.0,3.0,15.810738427976837,Very High
Bhandara,MAHARASHTRA,55,4.472727272727273,31.0,2.0,5.533917457302957,0.0,,741.0,102.0,0.0,5000.0,0.0,2.564278476,0.742932408,1.821346068,1132270.0,5.0,91.0,26.0,15.806534648057134,High
Kheda,GUJARAT,25,15.4,122.0,7.0,24.75042087184243,0.0,,1482.0,41.0,0.0,18906.0,0.0,2.857113599,0.01148306,2.845630539,2023119.0,15.0,102.0,6.0,15.780664183908018,High
Hailakandi,ASSAM,80,8.625,93.0,1.0,15.115902431846868,0.0,,1500.0,59.0,0.0,3588733.0,0.0,17.39218508,0.052376525,17.33980856,765445.0,9.0,73.0,6.0,15.767161467507034,High
Bhojpur,BIHAR,36,14.083333333333334,85.0,7.0,17.103675461306974,0.0,,2968.0,0.0,0.0,851.0,0.0,6.197224303,0.810391565,5.386832738,3338604.0,21.0,119.0,0.0,15.752007841506035,High
Prakasam,ANDHRA PRADESH,32,7.53125,31.0,5.5,8.068194725527654,0.0,,1624.0,6.0,0.0,77266.0,0.0,1.152408401,0.273749091,0.87865931,3731704.0,8.0,177.0,0.0,15.737687231974204,High
Dharwad,KARNATAKA,54,7.277777777777778,31.0,3.0,9.637616292358922,0.0,,1431.0,140.0,3.0,11637.0,0.0,0.419364228,0.136242811,0.283121417,2085599.0,7.0,123.0,30.0,15.72960889374524,High
Balrampur,CHHATTISGARH,1,1.0,1.0,1.0,,0.0,,24.0,0.0,0.0,42.0,0.0,,,,,,,,15.476363209131371,High
Bengaluru Rural,KARNATAKA,85,4.258823529411765,31.0,1.0,7.275452761523097,0.0,,957.0,295.0,0.0,10169.0,0.0,0.192307509,0.071765205,0.120542304,1355031.0,4.0,164.0,135.0,15.693701586601923,High
Pratapgarh,RAJASTHAN,9,42.111111111111114,365.0,1.0,121.09443055364319,0.0,,113.0,0.0,0.0,0.0,0.0,,,,,,,,15.413503719435507,High
Jhansi,UTTAR PRADESH,12,14.25,89.0,4.5,24.80148455967175,0.0,,2419.0,22.0,0.0,3958.0,0.0,2.23315222,0.409255286,1.823896934,2198410.0,27.0,127.0,3.0,15.684866276313064,High
Amreli,GUJARAT,38,18.36842105263158,122.0,7.0,27.40430135169806,0.0,,2202.0,95.0,2.0,134730.0,0.0,0.551647653,0.455725673,0.09592198,1650731.0,18.0,224.0,10.0,15.68483276196048,High
Cuddalore,TAMIL NADU,30,4.466666666666667,16.0,2.0,4.840442650984645,0.0,,838.0,188.0,0.0,3143.0,0.0,6.561569456,0.689771711,5.871797745,2998319.0,4.0,63.0,10.0,15.662049981665302,High
Bilaspur,CHHATTISGARH,5,1.8,3.0,2.0,0.8366600265340756,0.0,,9.0,1.0,0.0,0.0,0.0,,,,,,,,15.322296714954875,High
Ajmer,RAJASTHAN,36,3.2222222222222223,14.0,2.0,3.1632813985400037,0.0,,1026.0,73.0,0.0,200130.0,0.0,0.260510002,0.05695381,0.203556192,2985855.0,4.0,135.0,23.0,15.626895014531897,High
Madurai,TAMIL NADU,21,6.809523809523809,16.0,4.0,5.353681421405719,0.0,,807.0,208.0,0.0,4096.0,0.0,1.022103303,0.009182441,1.012920862,3384080.0,7.0,56.0,54.0,15.602727307977238,High
Madhepura,BIHAR,31,16.451612903225808,85.0,14.0,17.873329683595458,0.0,,3168.0,0.0,0.0,2771.0,0.0,3.91579591,0.008027921,3.907767989,2498415.0,24.0,156.0,0.0,15.593342755837629,High
Akola,MAHARASHTRA,65,3.6307692307692307,31.0,2.0,4.618472524714038,0.0,,765.0,54.0,0.0,2734.0,0.0,0.880057177,0.274621796,0.605435381,2032614.0,4.0,106.0,14.0,15.578364230579806,High
Gurdaspur,PUNJAB,41,5.804878048780488,38.0,2.0,9.239100367988007,0.0,,674.0,9.0,0.0,7026.0,0.0,8.104089132,0.113656362,7.99043277,1740157.0,6.0,92.0,3.0,15.565982611007676,High
Koraput,ODISHA,38,9.631578947368421,31.0,6.0,9.785320093458195,0.0,,1930.0,8.0,2.0,55327.0,0.0,1.383903026,1.198572767,0.185330259,1573932.0,18.0,198.0,4.0,15.560269755580746,High
Bhilwara,RAJASTHAN,20,22.25,365.0,3.0,80.7588189741855,0.0,,858.0,44.0,0.0,200130.0,0.0,0.795160097,0.045229947,0.74993015,2821404.0,20.0,85.0,4.0,15.558022770832022,High
Banas Kantha,GUJARAT,22,18.136363636363637,122.0,7.0,25.627915312994993,0.0,,1540.0,39.0,2.0,24656.0,0.0,0.684661264,0.116877662,0.567783602,3729629.0,18.0,109.0,2.0,15.557662783463703,High
Nalbari,ASSAM,131,9.916030534351146,93.0,3.0,14.047194172578996,0.0,,2219.0,49.0,0.0,10114656.0,0.0,8.823179287,2.234621552,6.588557735,978546.0,10.0,130.0,1.0,15.551852487901126,High
Kinnaur,HIMACHAL PRADESH,58,5.241379310344827,99.0,2.0,13.917438694620206,0.0,,935.0,104.0,0.0,18064.0,0.0,0.710681995,0.171089112,0.539592883,87703.0,5.0,225.0,64.0,15.549731350637837,High
Valsad,GUJARAT,36,17.11111111111111,122.0,7.0,27.60722242745058,0.0,,1648.0,40.0,2.0,25676.0,0.0,2.551668353,0.812747791,1.738920562,2077846.0,17.0,126.0,2.0,15.547421370787786,High
Ramanathapuram,TAMIL NADU,15,7.133333333333334,16.0,6.0,5.330058518395817,0.0,,803.0,208.0,0.0,2808.0,0.0,3.269130248,1.290662657,1.978467591,1550443.0,7.0,103.0,17.0,15.515402596471082,High
Nagapattinam,TAMIL NADU,27,6.111111111111111,23.0,3.0,6.027713773341708,0.0,,884.0,157.0,0.0,3170.0,0.0,12.49792911,4.028133598,8.469795512,1816255.0,6.0,81.0,5.0,15.510547035317163,High
Mysuru,KARNATAKA,49,7.795918367346939,31.0,2.0,10.937282553717989,0.0,,866.0,59.0,50.0,14404.0,0.0,1.66900183,1.291071277,0.377930553,3330925.0,8.0,75.0,14.0,15.49929207355667,High
Viluppuram,TAMIL NADU,25,5.72,16.0,3.0,5.396912697706594,0.0,,879.0,188.0,0.0,6155.0,0.0,2.829205267,0.250109562,2.579095705,2449240.0,6.0,75.0,10.0,15.458700034241383,High
Churu,RAJASTHAN,15,29.266666666666666,365.0,5.0,92.9119911272926,0.0,,384.0,85.0,0.0,1018.0,0.0,0.776519408,0.00062635,0.775893058,2206492.0,25.0,43.0,14.0,15.457609817828727,High
Kannauj,UTTAR PRADESH,20,8.7,89.0,1.0,20.068566675800557,0.0,,1688.0,30.0,0.0,3949.0,0.0,3.637205694,0.028212116,3.608993578,1938161.0,21.0,71.0,7.0,15.449324962770856,High
Bangalore,KARNATAKA,0,,,,,,,,,,,,0.342520348,0.227953363,0.114566985,13403998.0,6.0,75.0,37.0,15.439242120141657,High
Sangli,MAHARASHTRA,29,3.2413793103448274,14.0,2.0,3.0782088067783966,0.0,,1315.0,25.0,4.0,29390.0,0.0,0.816411266,0.371511861,0.444899405,3253446.0,4.0,107.0,13.0,15.438451271929043,High
Bijapur,CHHATTISGARH,4,1.5,3.0,1.0,1.0,0.0,,0.0,1.0,0.0,4.0,0.0,2.067319021,0.119061839,1.948257182,275997.0,9.0,85.0,20.0,15.438205824489648,High
Rohtas,BIHAR,20,19.95,85.0,14.5,20.48227731993018,0.0,,2703.0,0.0,0.0,755.0,0.0,4.672962273,0.800130744,3.872831529,3605080.0,29.0,82.0,0.0,15.415270144390568,High
Bilaspur,HIMACHAL PRADESH,50,5.78,99.0,2.0,14.982016430592065,0.0,,709.0,22.0,0.0,18562.0,0.0,,,,,,,,15.101244802130282,High
Mainpuri,UTTAR PRADESH,18,11.222222222222221,89.0,1.5,20.88781112502627,0.0,,2047.0,23.0,0.0,4407.0,0.0,3.043030701,0.0,3.043030701,2193399.0,24.0,111.0,1.0,15.403048909170366,High
Amethi,UTTAR PRADESH,20,9.25,89.0,1.0,19.917923692255833,0.0,,1759.0,54.0,0.0,4032.0,0.0,2.870234132,0.0,2.870234132,3139220.0,21.0,49.0,6.0,15.387214003222002,High
Pilibhit,UTTAR PRADESH,19,11.105263157894736,89.0,2.0,20.283805080359347,0.0,,1926.0,1.0,0.0,4899.0,0.0,3.104616978,0.672146699,2.432470279,2398821.0,23.0,98.0,1.0,15.377845702339462,High
Aizawl,MIZORAM,19,1.9473684210526316,17.0,1.0,3.658683494411713,0.0,,205.0,42.0,11.0,0.0,0.0,2.162077627,0.096288881,2.065788746,483635.0,2.0,154.0,42.0,15.373862352432583,High
Karbi Anglong,ASSAM,69,11.73913043478261,93.0,2.0,17.109209915674622,0.0,,1614.0,60.0,1.0,9120407.0,0.0,1.843407844,0.000151248,1.843256596,693265.0,20.0,66.0,5.0,15.362021962889797,High
Navsari,GUJARAT,29,20.896551724137932,122.0,7.0,30.61319139986436,0.0,,1430.0,69.0,0.0,18676.0,0.0,2.899986996,0.636447966,2.26353903,1457183.0,21.0,79.0,6.0,15.33375021700011,High
Purba Bardhaman,WEST BENGAL,10,12.8,38.0,7.0,11.951754868823425,0.0,,436.0,4.0,0.0,212.0,0.0,8.794297365,0.24975544,8.544541925,4891157.0,34.0,45.0,0.0,15.321666311237394,High
Anantapur,ANDHRA PRADESH,0,,,,,,,,,,,,0.698641838,0.216018195,0.482623643,4537583.0,10.0,118.0,1.0,15.3202557247576,High
Sri Potti Sriramulu Nell*,ANDHRA PRADESH,0,,,,,,,,,,,,4.296954395,3.608219113,0.688735282,3285473.0,6.0,175.0,0.0,15.305835568857868,High
Ludhiana,PUNJAB,34,6.0588235294117645,38.0,2.5,8.186985890296528,0.0,,594.0,12.0,0.0,6751.0,0.0,4.786805709,0.007473247,4.779332462,3965684.0,7.0,70.0,1.0,15.295306737527335,High
Srikakulam,ANDHRA PRADESH,20,5.3,31.0,4.0,6.570267958967242,0.0,,517.0,0.0,0.0,10386.0,0.0,4.01307877,0.566374643,3.446704127,2726592.0,6.0,144.0,0.0,15.261049338054017,High
Kendrapara,ODISHA,24,12.75,31.0,12.0,11.022703842524301,0.0,,780.0,0.0,0.0,54160.0,0.0,23.2512603,4.951021358,18.30023894,1692082.0,24.0,57.0,0.0,15.214873218557004,High
Bidar,KARNATAKA,0,,,,,,,,,,,,1.344650341,0.577171919,0.767478422,1848763.0,8.0,89.0,7.0,15.210263157247708,High
Kendujhar,ODISHA,29,11.137931034482758,31.0,6.0,11.26855339280524,0.0,,676.0,3.0,0.0,54508.0,0.0,1.491690841,0.370501647,1.121189194,2118363.0,20.0,54.0,3.0,15.190476797786722,High
Banka,BIHAR,22,17.272727272727273,85.0,13.0,19.332139088357547,0.0,,2888.0,0.0,0.0,4471.0,0.0,2.03422427,0.348262775,1.685961495,2787874.0,26.0,120.0,0.0,15.16369520645247,High
Sambhal,UTTAR PRADESH,16,10.625,89.0,1.0,22.144600545806497,0.0,,1593.0,46.0,0.0,3952.0,0.0,2.052578084,0.044450144,2.00812794,2818198.0,23.0,46.0,10.0,15.160659531247893,High
West Nimar,MADHYA PRADESH,0,,,,,,,,,,,,1.727264926,0.465974584,1.261290342,2194354.0,4.0,52.0,18.0,15.15254210391885,High
Ganganagar,RAJASTHAN,19,22.736842105263158,365.0,2.0,82.94231067787294,0.0,,241.0,3.0,0.0,970.0,0.0,6.604699359,0.009686833,6.595012526,2163051.0,21.0,31.0,1.0,15.146737991741976,High
Punch,JAMMU & KASHMIR,0,,,,,,,,,,,,0.738012141,0.059684491,0.67832765,697454.0,4.0,155.0,13.0,15.139791863648927,High
Sambalpur,ODISHA,29,10.827586206896552,31.0,7.0,10.532497212767055,0.0,,1897.0,0.0,0.0,51665.0,0.0,1.95082885,1.296871576,0.653957274,1271970.0,21.0,191.0,0.0,15.13820084693786,High
Gautam Buddha Nagar,UTTAR PRADESH,15,12.933333333333334,89.0,1.0,22.954821051879485,0.0,,1699.0,4.0,0.0,6940.0,0.0,4.671283575,0.002840861,4.668442714,2613780.0,25.0,59.0,4.0,15.137927295438988,High
South Twenty Four Pargan*,WEST BENGAL,0,,,,,,,,,,,,17.30461094,7.77866316,9.52594778,12843801.0,17.0,30.0,0.0,15.125565011678852,High
Kasganj,UTTAR PRADESH,13,12.76923076923077,89.0,1.0,24.21485028570225,0.0,,1613.0,43.0,0.0,3952.0,0.0,11.5492555,0.061598326,11.48765717,1633713.0,26.0,45.0,3.0,15.10167008257926,High
Puri,ODISHA,35,13.885714285714286,31.0,9.0,11.06869307490973,0.0,,2276.0,0.0,0.0,84282.0,0.0,18.91181616,18.5900097,0.32180646,1855870.0,22.0,267.0,0.0,15.10138817904642,High
Mumbai,MAHARASHTRA,170,2.6882352941176473,79.0,1.0,6.246644765942998,0.0,,3006.0,799.0,0.0,19664.0,0.0,0.013175876,0.012175873,0.001000003,2831580.0,3.0,1016.0,437.0,15.096322280834936,High
Jaisalmer,RAJASTHAN,14,4.714285714285714,12.0,4.0,2.9981679387604343,0.0,,718.0,52.0,0.0,80228.0,0.0,0.490864938,0.007376732,0.483488206,848518.0,7.0,64.0,14.0,15.080382269472423,High
Gadag,KARNATAKA,38,9.894736842105264,31.0,5.0,11.262925244536225,0.0,,1295.0,62.0,0.0,10839.0,0.0,0.935237691,0.161614128,0.773623563,1218001.0,10.0,82.0,8.0,15.077883110523665,High
Kokrajhar,ASSAM,69,12.63768115942029,93.0,5.0,16.42628006874489,0.0,,1738.0,49.0,1.0,9729033.0,0.0,2.564133007,0.046972576,2.517160431,1311786.0,13.0,71.0,1.0,15.045468181811822,High
Baran,RAJASTHAN,22,20.136363636363637,365.0,2.5,77.14568497302173,0.0,,292.0,44.0,1.0,0.0,0.0,2.698445577,0.273336329,2.425109248,1450001.0,19.0,43.0,4.0,15.039160483347256,High
Sirsa,HARYANA,19,4.157894736842105,16.0,2.0,4.6219663671878015,0.0,,224.0,27.0,0.0,1900.0,0.0,9.796778385,0.001758909,9.795019476,1511023.0,6.0,44.0,5.0,15.03133710706316,High
Bijnor,UTTAR PRADESH,18,12.333333333333334,89.0,5.5,21.062930917218747,0.0,,1808.0,0.0,0.0,4350.0,0.0,3.55139876,0.063788983,3.487609777,4311589.0,24.0,56.0,0.0,15.029465062390958,High
Bhadrak,ODISHA,25,12.64,31.0,10.0,10.734989520255713,0.0,,843.0,0.0,0.0,54198.0,0.0,10.96625941,2.562091316,8.404168094,1613470.0,23.0,68.0,0.0,15.017488855468349,High
